,Frame,Engine,Engine Coords,Hand,Hand Coords
3169,0,+,"([[196, 1189], [684, 1881], [196, 1881], [684, 1189]], 440, 1535)",+,"([[337, 861], [785, 1129], [337, 1129], [785, 861]], 561, 995)"
3170,0,+,"([[192, 1176], [680, 1899], [192, 1899], [680, 1176]], 436, 1537)",+,"([[355, 812], [853, 1107], [355, 1107], [853, 812]], 604, 959)"
3171,0,+,"([[188, 1233], [672, 1897], [188, 1897], [672, 1233]], 430, 1565)",+,"([[968, 1056], [1067, 1272], [968, 1272], [1067, 1056]], 1017, 1164)"
3172,0,+,"([[183, 1253], [664, 1907], [183, 1907], [664, 1253]], 423, 1580)",+,"([[404, 708], [918, 1062], [404, 1062], [918, 708]], 661, 885)"
3173,0,+,"([[182, 1278], [662, 1907], [182, 1907], [662, 1278]], 422, 1592)",+,"([[435, 679], [955, 1044], [435, 1044], [955, 679]], 695, 861)"
3174,0,+,"([[183, 1258], [662, 1913], [183, 1913], [662, 1258]], 422, 1585)",+,"([[464, 667], [986, 1036], [464, 1036], [986, 667]], 725, 851)"
3175,0,+,"([[177, 1288], [655, 1907], [177, 1907], [655, 1288]], 416, 1597)",+,"([[490, 665], [1002, 1033], [490, 1033], [1002, 665]], 746, 849)"
3176,0,+,"([[175, 1276], [662, 1882], [175, 1882], [662, 1276]], 418, 1579)",+,"([[497, 672], [1012, 1042], [497, 1042], [1012, 672]], 754, 857)"
3177,0,+,"([[149, 1300], [649, 1910], [149, 1910], [649, 1300]], 399, 1605)",+,"([[944, 1092], [1063, 1317], [944, 1317], [1063, 1092]], 1003, 1204)"
3178,0,+,"([[152, 1342], [641, 1914], [152, 1914], [641, 1342]], 396, 1628)",+,"([[949, 1100], [1063, 1333], [949, 1333], [1063, 1100]], 1006, 1216)"
3179,0,+,"([[150, 1352], [639, 1912], [150, 1912], [639, 1352]], 394, 1632)",+,"([[495, 738], [1029, 1103], [495, 1103], [1029, 738]], 762, 920)"
3180,0,+,"([[152, 1334], [650, 1915], [152, 1915], [650, 1334]], 401, 1624)",+,"([[494, 766], [1022, 1129], [494, 1129], [1022, 766]], 758, 947)"
3181,0,+,"([[158, 1368], [644, 1915], [158, 1915], [644, 1368]], 401, 1641)",+,"([[491, 790], [1011, 1156], [491, 1156], [1011, 790]], 751, 973)"
3182,0,+,"([[176, 1380], [656, 1914], [176, 1914], [656, 1380]], 416, 1647)",+,"([[489, 830], [1009, 1184], [489, 1184], [1009, 830]], 749, 1007)"
3183,0,+,"([[198, 1371], [673, 1913], [198, 1913], [673, 1371]], 435, 1642)",+,"([[498, 858], [1010, 1199], [498, 1199], [1010, 858]], 754, 1028)"
3184,0,+,"([[215, 1371], [678, 1917], [215, 1917], [678, 1371]], 446, 1644)",+,"([[502, 884], [1008, 1209], [502, 1209], [1008, 884]], 755, 1046)"
3185,0,+,"([[234, 1035], [707, 1911], [234, 1911], [707, 1035]], 470, 1473)",+,"([[519, 902], [995, 1200], [519, 1200], [995, 902]], 757, 1051)"
3186,0,+,"([[260, 1299], [713, 1905], [260, 1905], [713, 1299]], 486, 1602)",+,"([[516, 908], [973, 1191], [516, 1191], [973, 908]], 744, 1049)"
3187,0,+,"([[277, 1274], [727, 1913], [277, 1913], [727, 1274]], 502, 1593)",+,"([[520, 919], [964, 1181], [520, 1181], [964, 919]], 742, 1050)"
3188,0,+,"([[289, 1273], [739, 1911], [289, 1911], [739, 1273]], 514, 1592)",+,"([[511, 925], [953, 1178], [511, 1178], [953, 925]], 732, 1051)"
3189,0,+,"([[312, 1263], [738, 1900], [312, 1900], [738, 1263]], 525, 1581)",+,"([[505, 923], [945, 1176], [505, 1176], [945, 923]], 725, 1049)"
3190,0,+,"([[318, 1264], [749, 1897], [318, 1897], [749, 1264]], 533, 1580)",+,"([[497, 931], [928, 1173], [497, 1173], [928, 931]], 712, 1052)"
3191,0,+,"([[322, 1258], [759, 1901], [322, 1901], [759, 1258]], 540, 1579)",+,"([[487, 934], [909, 1167], [487, 1167], [909, 934]], 698, 1050)"
3192,0,+,"([[324, 1240], [761, 1902], [324, 1902], [761, 1240]], 542, 1571)",+,"([[475, 929], [907, 1177], [475, 1177], [907, 929]], 691, 1053)"
3193,0,+,"([[324, 1236], [759, 1899], [324, 1899], [759, 1236]], 541, 1567)",+,"([[459, 926], [898, 1181], [459, 1181], [898, 926]], 678, 1053)"
3194,0,+,"([[322, 1234], [759, 1901], [322, 1901], [759, 1234]], 540, 1567)",+,"([[432, 932], [867, 1186], [432, 1186], [867, 932]], 649, 1059)"
3195,0,+,"([[323, 1247], [760, 1905], [323, 1905], [760, 1247]], 541, 1576)",+,"([[430, 951], [858, 1200], [430, 1200], [858, 951]], 644, 1075)"
3196,0,+,"([[327, 1262], [763, 1900], [327, 1900], [763, 1262]], 545, 1581)",+,"([[423, 969], [850, 1215], [423, 1215], [850, 969]], 636, 1092)"
3197,0,+,"([[325, 1261], [766, 1902], [325, 1902], [766, 1261]], 545, 1581)",+,"([[426, 991], [834, 1222], [426, 1222], [834, 991]], 630, 1106)"
3198,0,+,"([[330, 1266], [768, 1902], [330, 1902], [768, 1266]], 549, 1584)",+,"([[422, 996], [825, 1228], [422, 1228], [825, 996]], 623, 1112)"
3199,0,+,"([[332, 1270], [771, 1905], [332, 1905], [771, 1270]], 551, 1587)",+,"([[417, 993], [833, 1227], [417, 1227], [833, 993]], 625, 1110)"
3200,0,+,"([[333, 1266], [773, 1904], [333, 1904], [773, 1266]], 553, 1585)",+,"([[427, 998], [836, 1224], [427, 1224], [836, 998]], 631, 1111)"
3201,0,+,"([[334, 1264], [772, 1904], [334, 1904], [772, 1264]], 553, 1584)",+,"([[434, 999], [841, 1230], [434, 1230], [841, 999]], 637, 1114)"
3202,0,+,"([[333, 1265], [771, 1907], [333, 1907], [771, 1265]], 552, 1586)",+,"([[445, 998], [850, 1224], [445, 1224], [850, 998]], 647, 1111)"
3203,0,+,"([[328, 1272], [763, 1908], [328, 1908], [763, 1272]], 545, 1590)",+,"([[451, 1010], [849, 1231], [451, 1231], [849, 1010]], 650, 1120)"
3204,0,+,"([[329, 1270], [763, 1909], [329, 1909], [763, 1270]], 546, 1589)",+,"([[453, 1002], [848, 1225], [453, 1225], [848, 1002]], 650, 1113)"
3205,0,+,"([[325, 1273], [761, 1910], [325, 1910], [761, 1273]], 543, 1591)",+,"([[451, 994], [838, 1220], [451, 1220], [838, 994]], 644, 1107)"
3206,0,+,"([[323, 1275], [760, 1910], [323, 1910], [760, 1275]], 541, 1592)",+,"([[447, 990], [834, 1220], [447, 1220], [834, 990]], 640, 1105)"
3207,0,+,"([[322, 1278], [759, 1908], [322, 1908], [759, 1278]], 540, 1593)",+,"([[440, 992], [833, 1224], [440, 1224], [833, 992]], 636, 1108)"
3208,0,+,"([[322, 1279], [758, 1908], [322, 1908], [758, 1279]], 540, 1593)",+,"([[434, 1001], [817, 1218], [434, 1218], [817, 1001]], 625, 1109)"
3209,0,+,"([[324, 1282], [758, 1911], [324, 1911], [758, 1282]], 541, 1596)",+,"([[428, 999], [813, 1219], [428, 1219], [813, 999]], 620, 1109)"
3210,0,+,"([[323, 1279], [759, 1910], [323, 1910], [759, 1279]], 541, 1594)",+,"([[424, 1001], [797, 1218], [424, 1218], [797, 1001]], 610, 1109)"
3211,0,+,"([[322, 1268], [755, 1907], [322, 1907], [755, 1268]], 538, 1587)",+,"([[419, 998], [792, 1209], [419, 1209], [792, 998]], 605, 1103)"
3212,0,+,"([[322, 1263], [752, 1905], [322, 1905], [752, 1263]], 537, 1584)",+,"([[418, 997], [767, 1211], [418, 1211], [767, 997]], 592, 1104)"
3213,0,+,"([[313, 1267], [747, 1904], [313, 1904], [747, 1267]], 530, 1585)",+,"([[408, 993], [786, 1212], [408, 1212], [786, 993]], 597, 1102)"
3214,0,+,"([[311, 1269], [743, 1904], [311, 1904], [743, 1269]], 527, 1586)",+,"([[407, 1002], [789, 1221], [407, 1221], [789, 1002]], 598, 1111)"
3215,0,+,"([[307, 1269], [737, 1904], [307, 1904], [737, 1269]], 522, 1586)",+,"([[406, 997], [791, 1223], [406, 1223], [791, 997]], 598, 1110)"
3216,0,+,"([[302, 1266], [735, 1902], [302, 1902], [735, 1266]], 518, 1584)",+,"([[406, 996], [783, 1210], [406, 1210], [783, 996]], 594, 1103)"
3217,0,+,"([[302, 1267], [735, 1904], [302, 1904], [735, 1267]], 518, 1585)",+,"([[409, 1000], [780, 1208], [409, 1208], [780, 1000]], 594, 1104)"
3218,0,+,"([[301, 1258], [736, 1905], [301, 1905], [736, 1258]], 518, 1581)",+,"([[408, 985], [787, 1207], [408, 1207], [787, 985]], 597, 1096)"
3219,0,+,"([[298, 1247], [737, 1901], [298, 1901], [737, 1247]], 517, 1574)",+,"([[411, 983], [793, 1202], [411, 1202], [793, 983]], 602, 1092)"
3220,0,+,"([[300, 1257], [738, 1901], [300, 1901], [738, 1257]], 519, 1579)",+,"([[410, 975], [790, 1200], [410, 1200], [790, 975]], 600, 1087)"
3221,0,+,"([[300, 1261], [733, 1902], [300, 1902], [733, 1261]], 516, 1581)",+,"([[404, 970], [796, 1199], [404, 1199], [796, 970]], 600, 1084)"
3222,0,+,"([[297, 1260], [735, 1897], [297, 1897], [735, 1260]], 516, 1578)",+,"([[408, 974], [801, 1201], [408, 1201], [801, 974]], 604, 1087)"
3223,0,+,"([[297, 1250], [742, 1900], [297, 1900], [742, 1250]], 519, 1575)",+,"([[410, 973], [801, 1200], [410, 1200], [801, 973]], 605, 1086)"
3224,0,+,"([[300, 1241], [743, 1901], [300, 1901], [743, 1241]], 521, 1571)",+,"([[410, 970], [811, 1196], [410, 1196], [811, 970]], 610, 1083)"
3225,0,+,"([[301, 1242], [743, 1901], [301, 1901], [743, 1242]], 522, 1571)",+,"([[412, 966], [812, 1189], [412, 1189], [812, 966]], 612, 1077)"
3226,0,+,"([[305, 1244], [736, 1900], [305, 1900], [736, 1244]], 520, 1572)",+,"([[411, 970], [811, 1186], [411, 1186], [811, 970]], 611, 1078)"
3227,0,+,"([[307, 1248], [737, 1896], [307, 1896], [737, 1248]], 522, 1572)",+,"([[405, 964], [820, 1194], [405, 1194], [820, 964]], 612, 1079)"
3228,0,+,"([[313, 1245], [739, 1897], [313, 1897], [739, 1245]], 526, 1571)",+,"([[406, 961], [813, 1185], [406, 1185], [813, 961]], 609, 1073)"
3229,0,+,"([[314, 1236], [739, 1899], [314, 1899], [739, 1236]], 526, 1567)",+,"([[409, 965], [801, 1184], [409, 1184], [801, 965]], 605, 1074)"
3230,0,+,"([[312, 1231], [744, 1899], [312, 1899], [744, 1231]], 528, 1565)",+,"([[410, 963], [806, 1182], [410, 1182], [806, 963]], 608, 1072)"
3231,0,+,"([[316, 1231], [744, 1899], [316, 1899], [744, 1231]], 530, 1565)",+,"([[409, 964], [810, 1178], [409, 1178], [810, 964]], 609, 1071)"
3232,0,+,"([[316, 1224], [746, 1901], [316, 1901], [746, 1224]], 531, 1562)",+,"([[412, 957], [811, 1174], [412, 1174], [811, 957]], 611, 1065)"
3233,0,+,"([[314, 1225], [742, 1901], [314, 1901], [742, 1225]], 528, 1563)",+,"([[413, 958], [809, 1172], [413, 1172], [809, 958]], 611, 1065)"
3234,0,+,"([[313, 1222], [743, 1899], [313, 1899], [743, 1222]], 528, 1560)",+,"([[414, 956], [812, 1174], [414, 1174], [812, 956]], 613, 1065)"
3235,0,+,"([[312, 1222], [742, 1899], [312, 1899], [742, 1222]], 527, 1560)",+,"([[413, 955], [811, 1177], [413, 1177], [811, 955]], 612, 1066)"
3236,0,+,"([[312, 1222], [742, 1898], [312, 1898], [742, 1222]], 527, 1560)",+,"([[412, 954], [817, 1175], [412, 1175], [817, 954]], 614, 1064)"
3237,0,+,"([[310, 1226], [739, 1896], [310, 1896], [739, 1226]], 524, 1561)",+,"([[411, 960], [818, 1174], [411, 1174], [818, 960]], 614, 1067)"
3238,0,+,"([[311, 1224], [740, 1895], [311, 1895], [740, 1224]], 525, 1559)",+,"([[414, 955], [817, 1173], [414, 1173], [817, 955]], 615, 1064)"
3239,0,+,"([[314, 1218], [743, 1895], [314, 1895], [743, 1218]], 528, 1556)",+,"([[414, 953], [826, 1165], [414, 1165], [826, 953]], 620, 1059)"
3240,0,+,"([[313, 1219], [744, 1898], [313, 1898], [744, 1219]], 528, 1558)",+,"([[424, 952], [815, 1174], [424, 1174], [815, 952]], 619, 1063)"
3241,0,+,"([[314, 1221], [747, 1899], [314, 1899], [747, 1221]], 530, 1560)",+,"([[422, 951], [819, 1171], [422, 1171], [819, 951]], 620, 1061)"
3242,0,+,"([[317, 1219], [751, 1899], [317, 1899], [751, 1219]], 534, 1559)",+,"([[420, 952], [814, 1170], [420, 1170], [814, 952]], 617, 1061)"
3243,0,+,"([[317, 1217], [751, 1899], [317, 1899], [751, 1217]], 534, 1558)",+,"([[424, 947], [809, 1176], [424, 1176], [809, 947]], 616, 1061)"
3244,0,+,"([[318, 1220], [753, 1897], [318, 1897], [753, 1220]], 535, 1558)",+,"([[414, 952], [813, 1170], [414, 1170], [813, 952]], 613, 1061)"
3245,0,+,"([[318, 1219], [752, 1897], [318, 1897], [752, 1219]], 535, 1558)",+,"([[419, 954], [809, 1172], [419, 1172], [809, 954]], 614, 1063)"
3246,0,+,"([[317, 1215], [750, 1898], [317, 1898], [750, 1215]], 533, 1556)",+,"([[419, 952], [806, 1169], [419, 1169], [806, 952]], 612, 1060)"
3247,0,+,"([[318, 1219], [750, 1897], [318, 1897], [750, 1219]], 534, 1558)",+,"([[418, 953], [810, 1168], [418, 1168], [810, 953]], 614, 1060)"
3248,0,+,"([[323, 1214], [750, 1896], [323, 1896], [750, 1214]], 536, 1555)",+,"([[423, 949], [816, 1166], [423, 1166], [816, 949]], 619, 1057)"
3249,0,+,"([[323, 1217], [751, 1897], [323, 1897], [751, 1217]], 537, 1557)",+,"([[422, 951], [819, 1164], [422, 1164], [819, 951]], 620, 1057)"
3250,0,+,"([[323, 1218], [751, 1896], [323, 1896], [751, 1218]], 537, 1557)",+,"([[419, 950], [822, 1162], [419, 1162], [822, 950]], 620, 1056)"
3251,0,+,"([[321, 1217], [749, 1898], [321, 1898], [749, 1217]], 535, 1557)",+,"([[422, 948], [816, 1163], [422, 1163], [816, 948]], 619, 1055)"
3252,0,+,"([[320, 1221], [751, 1897], [320, 1897], [751, 1221]], 535, 1559)",+,"([[421, 950], [821, 1166], [421, 1166], [821, 950]], 621, 1058)"
3253,0,+,"([[321, 1218], [752, 1896], [321, 1896], [752, 1218]], 536, 1557)",+,"([[427, 947], [816, 1171], [427, 1171], [816, 947]], 621, 1059)"
3254,0,+,"([[319, 1218], [753, 1897], [319, 1897], [753, 1218]], 536, 1557)",+,"([[422, 954], [822, 1166], [422, 1166], [822, 954]], 622, 1060)"
3255,0,+,"([[319, 1223], [752, 1897], [319, 1897], [752, 1223]], 535, 1560)",+,"([[427, 954], [832, 1172], [427, 1172], [832, 954]], 629, 1063)"
3256,0,+,"([[321, 1227], [753, 1898], [321, 1898], [753, 1227]], 537, 1562)",+,"([[435, 967], [838, 1176], [435, 1176], [838, 967]], 636, 1071)"
3257,0,+,"([[325, 1224], [755, 1898], [325, 1898], [755, 1224]], 540, 1561)",+,"([[437, 962], [832, 1171], [437, 1171], [832, 962]], 634, 1066)"
3258,0,+,"([[323, 1228], [754, 1898], [323, 1898], [754, 1228]], 538, 1563)",+,"([[436, 966], [826, 1180], [436, 1180], [826, 966]], 631, 1073)"
3259,0,+,"([[322, 1227], [752, 1896], [322, 1896], [752, 1227]], 537, 1561)",+,"([[434, 963], [843, 1177], [434, 1177], [843, 963]], 638, 1070)"
3260,0,+,"([[322, 1228], [755, 1898], [322, 1898], [755, 1228]], 538, 1563)",+,"([[430, 966], [836, 1174], [430, 1174], [836, 966]], 633, 1070)"
3261,0,+,"([[322, 1223], [756, 1899], [322, 1899], [756, 1223]], 539, 1561)",+,"([[430, 971], [837, 1180], [430, 1180], [837, 971]], 633, 1075)"
3262,0,+,"([[322, 1229], [756, 1900], [322, 1900], [756, 1229]], 539, 1564)",+,"([[430, 977], [827, 1183], [430, 1183], [827, 977]], 628, 1080)"
3263,0,+,"([[324, 1235], [757, 1899], [324, 1899], [757, 1235]], 540, 1567)",+,"([[427, 977], [835, 1186], [427, 1186], [835, 977]], 631, 1081)"
3264,0,+,"([[326, 1233], [758, 1896], [326, 1896], [758, 1233]], 542, 1564)",+,"([[432, 977], [835, 1186], [432, 1186], [835, 977]], 633, 1081)"
3265,0,+,"([[323, 1237], [757, 1896], [323, 1896], [757, 1237]], 540, 1566)",+,"([[443, 983], [834, 1196], [443, 1196], [834, 983]], 638, 1089)"
3266,0,+,"([[325, 1229], [763, 1898], [325, 1898], [763, 1229]], 544, 1563)",+,"([[447, 986], [844, 1193], [447, 1193], [844, 986]], 645, 1089)"
3267,0,+,"([[325, 1235], [762, 1897], [325, 1897], [762, 1235]], 543, 1566)",+,"([[449, 987], [839, 1197], [449, 1197], [839, 987]], 644, 1092)"
3268,0,+,"([[326, 1235], [762, 1898], [326, 1898], [762, 1235]], 544, 1566)",+,"([[459, 989], [837, 1194], [459, 1194], [837, 989]], 648, 1091)"
3269,0,+,"([[326, 1230], [760, 1898], [326, 1898], [760, 1230]], 543, 1564)",+,"([[461, 989], [837, 1191], [461, 1191], [837, 989]], 649, 1090)"
3270,0,+,"([[328, 1224], [762, 1897], [328, 1897], [762, 1224]], 545, 1560)",+,"([[467, 993], [846, 1183], [467, 1183], [846, 993]], 656, 1088)"
3271,0,+,"([[326, 1222], [761, 1897], [326, 1897], [761, 1222]], 543, 1559)",+,"([[477, 998], [839, 1192], [477, 1192], [839, 998]], 658, 1095)"
3272,0,+,"([[325, 1235], [761, 1898], [325, 1898], [761, 1235]], 543, 1566)",+,"([[483, 999], [839, 1205], [483, 1205], [839, 999]], 661, 1102)"
3273,0,+,"([[327, 1226], [760, 1901], [327, 1901], [760, 1226]], 543, 1563)",+,"([[487, 992], [859, 1197], [487, 1197], [859, 992]], 673, 1094)"
3274,0,+,"([[328, 1221], [762, 1899], [328, 1899], [762, 1221]], 545, 1560)",+,"([[497, 989], [856, 1191], [497, 1191], [856, 989]], 676, 1090)"
3275,0,+,"([[327, 1215], [760, 1902], [327, 1902], [760, 1215]], 543, 1558)",+,"([[482, 987], [868, 1187], [482, 1187], [868, 987]], 675, 1087)"
3276,0,+,"([[328, 1219], [762, 1901], [328, 1901], [762, 1219]], 545, 1560)",+,"([[479, 987], [849, 1193], [479, 1193], [849, 987]], 664, 1090)"
3277,0,+,"([[327, 1223], [763, 1902], [327, 1902], [763, 1223]], 545, 1562)",+,"([[475, 987], [874, 1196], [475, 1196], [874, 987]], 674, 1091)"
3278,0,+,"([[326, 1220], [762, 1903], [326, 1903], [762, 1220]], 544, 1561)",+,"([[475, 989], [872, 1186], [475, 1186], [872, 989]], 673, 1087)"
3279,0,+,"([[328, 1217], [763, 1904], [328, 1904], [763, 1217]], 545, 1560)",+,"([[484, 976], [875, 1180], [484, 1180], [875, 976]], 679, 1078)"
3280,0,+,"([[328, 1229], [763, 1902], [328, 1902], [763, 1229]], 545, 1565)",+,"([[484, 991], [862, 1187], [484, 1187], [862, 991]], 673, 1089)"
3281,0,+,"([[329, 1230], [764, 1903], [329, 1903], [764, 1230]], 546, 1566)",+,"([[483, 992], [871, 1186], [483, 1186], [871, 992]], 677, 1089)"
3282,0,+,"([[329, 1222], [764, 1903], [329, 1903], [764, 1222]], 546, 1562)",+,"([[482, 984], [857, 1187], [482, 1187], [857, 984]], 669, 1085)"
3283,0,+,"([[327, 1213], [762, 1901], [327, 1901], [762, 1213]], 544, 1557)",+,"([[486, 962], [858, 1178], [486, 1178], [858, 962]], 672, 1070)"
3284,0,+,"([[326, 1218], [762, 1902], [326, 1902], [762, 1218]], 544, 1560)",+,"([[480, 967], [854, 1184], [480, 1184], [854, 967]], 667, 1075)"
3285,0,+,"([[326, 1220], [762, 1898], [326, 1898], [762, 1220]], 544, 1559)",+,"([[472, 966], [847, 1187], [472, 1187], [847, 966]], 659, 1076)"
3286,0,+,"([[327, 1228], [761, 1899], [327, 1899], [761, 1228]], 544, 1563)",+,"([[463, 973], [840, 1195], [463, 1195], [840, 973]], 651, 1084)"
3287,0,+,"([[326, 1230], [761, 1899], [326, 1899], [761, 1230]], 543, 1564)",+,"([[463, 985], [835, 1195], [463, 1195], [835, 985]], 649, 1090)"
3288,0,+,"([[326, 1223], [760, 1898], [326, 1898], [760, 1223]], 543, 1560)",+,"([[464, 976], [839, 1203], [464, 1203], [839, 976]], 651, 1089)"
3289,0,+,"([[326, 1223], [760, 1898], [326, 1898], [760, 1223]], 543, 1560)",+,"([[467, 961], [852, 1191], [467, 1191], [852, 961]], 659, 1076)"
3290,0,+,"([[326, 1226], [762, 1897], [326, 1897], [762, 1226]], 544, 1561)",+,"([[472, 966], [855, 1185], [472, 1185], [855, 966]], 663, 1075)"
3291,0,+,"([[327, 1226], [761, 1897], [327, 1897], [761, 1226]], 544, 1561)",+,"([[467, 973], [858, 1187], [467, 1187], [858, 973]], 662, 1080)"
3292,0,+,"([[326, 1225], [760, 1899], [326, 1899], [760, 1225]], 543, 1562)",+,"([[468, 977], [843, 1198], [468, 1198], [843, 977]], 655, 1087)"
3293,0,+,"([[327, 1220], [760, 1898], [327, 1898], [760, 1220]], 543, 1559)",+,"([[478, 973], [851, 1181], [478, 1181], [851, 973]], 664, 1077)"
3294,0,+,"([[325, 1223], [761, 1897], [325, 1897], [761, 1223]], 543, 1560)",+,"([[469, 966], [841, 1173], [469, 1173], [841, 966]], 655, 1069)"
3295,0,+,"([[325, 1229], [759, 1897], [325, 1897], [759, 1229]], 542, 1563)",+,"([[460, 969], [834, 1179], [460, 1179], [834, 969]], 647, 1074)"
3296,0,+,"([[325, 1237], [761, 1899], [325, 1899], [761, 1237]], 543, 1568)",+,"([[460, 974], [819, 1185], [460, 1185], [819, 974]], 639, 1079)"
3297,0,+,"([[326, 1241], [762, 1900], [326, 1900], [762, 1241]], 544, 1570)",+,"([[456, 981], [820, 1188], [456, 1188], [820, 981]], 638, 1084)"
3298,0,+,"([[327, 1247], [762, 1896], [327, 1896], [762, 1247]], 544, 1571)",+,"([[454, 995], [817, 1183], [454, 1183], [817, 995]], 635, 1089)"
3299,0,+,"([[326, 1250], [763, 1898], [326, 1898], [763, 1250]], 544, 1574)",+,"([[455, 976], [822, 1193], [455, 1193], [822, 976]], 638, 1084)"
3300,0,+,"([[328, 1234], [763, 1899], [328, 1899], [763, 1234]], 545, 1566)",+,"([[447, 983], [821, 1160], [447, 1160], [821, 983]], 634, 1071)"
3301,0,+,"([[328, 1231], [765, 1898], [328, 1898], [765, 1231]], 546, 1564)",+,"([[457, 1018], [797, 1121], [457, 1121], [797, 1018]], 627, 1069)"
3302,0,+,"([[331, 1231], [767, 1899], [331, 1899], [767, 1231]], 549, 1565)",-,
3303,0,+,"([[330, 1233], [769, 1899], [330, 1899], [769, 1233]], 549, 1566)",+,"([[468, 978], [772, 1183], [468, 1183], [772, 978]], 620, 1080)"
3304,0,+,"([[332, 1236], [772, 1900], [332, 1900], [772, 1236]], 552, 1568)",+,"([[463, 1020], [763, 1133], [463, 1133], [763, 1020]], 613, 1076)"
3305,0,+,"([[330, 1236], [772, 1898], [330, 1898], [772, 1236]], 551, 1567)",-,
3306,0,+,"([[331, 1241], [773, 1895], [331, 1895], [773, 1241]], 552, 1568)",+,"([[466, 977], [840, 1201], [466, 1201], [840, 977]], 653, 1089)"
3307,0,+,"([[333, 1230], [773, 1895], [333, 1895], [773, 1230]], 553, 1562)",+,"([[463, 964], [857, 1192], [463, 1192], [857, 964]], 660, 1078)"
3308,0,+,"([[335, 1228], [779, 1893], [335, 1893], [779, 1228]], 557, 1560)",+,"([[475, 976], [878, 1178], [475, 1178], [878, 976]], 676, 1077)"
3309,0,+,"([[337, 1219], [780, 1892], [337, 1892], [780, 1219]], 558, 1555)",+,"([[484, 966], [897, 1170], [484, 1170], [897, 966]], 690, 1068)"
3310,0,+,"([[338, 1211], [778, 1892], [338, 1892], [778, 1211]], 558, 1551)",+,"([[500, 957], [899, 1174], [500, 1174], [899, 957]], 699, 1065)"
3311,0,+,"([[340, 1211], [777, 1891], [340, 1891], [777, 1211]], 558, 1551)",+,"([[495, 959], [905, 1167], [495, 1167], [905, 959]], 700, 1063)"
3312,0,+,"([[339, 1210], [776, 1888], [339, 1888], [776, 1210]], 557, 1549)",+,"([[492, 972], [891, 1169], [492, 1169], [891, 972]], 691, 1070)"
3313,0,+,"([[338, 1210], [772, 1881], [338, 1881], [772, 1210]], 555, 1545)",+,"([[481, 980], [884, 1174], [481, 1174], [884, 980]], 682, 1077)"
3314,0,+,"([[334, 1211], [771, 1875], [334, 1875], [771, 1211]], 552, 1543)",+,"([[468, 987], [862, 1174], [468, 1174], [862, 987]], 665, 1080)"
3315,0,+,"([[332, 1207], [775, 1877], [332, 1877], [775, 1207]], 553, 1542)",+,"([[462, 977], [852, 1164], [462, 1164], [852, 977]], 657, 1070)"
3316,0,+,"([[333, 1208], [784, 1871], [333, 1871], [784, 1208]], 558, 1539)",+,"([[450, 986], [835, 1171], [450, 1171], [835, 986]], 642, 1078)"
3317,0,+,"([[336, 1202], [789, 1872], [336, 1872], [789, 1202]], 562, 1537)",+,"([[441, 1030], [817, 1118], [441, 1118], [817, 1030]], 629, 1074)"
3318,0,+,"([[337, 1192], [796, 1873], [337, 1873], [796, 1192]], 566, 1532)",+,"([[419, 961], [799, 1136], [419, 1136], [799, 961]], 609, 1048)"
3319,0,+,"([[337, 1194], [803, 1872], [337, 1872], [803, 1194]], 570, 1533)",-,
3320,0,+,"([[334, 1191], [804, 1867], [334, 1867], [804, 1191]], 569, 1529)",-,
3321,0,+,"([[333, 1198], [801, 1861], [333, 1861], [801, 1198]], 567, 1529)",-,
3322,0,+,"([[333, 1199], [794, 1860], [333, 1860], [794, 1199]], 563, 1529)",-,
3323,0,+,"([[334, 1205], [790, 1859], [334, 1859], [790, 1205]], 562, 1532)",+,"([[421, 1001], [812, 1142], [421, 1142], [812, 1001]], 616, 1071)"
3324,0,+,"([[332, 1210], [793, 1855], [332, 1855], [793, 1210]], 562, 1532)",+,"([[436, 980], [847, 1155], [436, 1155], [847, 980]], 641, 1067)"
3325,0,+,"([[333, 1202], [802, 1859], [333, 1859], [802, 1202]], 567, 1530)",+,"([[464, 966], [870, 1166], [464, 1166], [870, 966]], 667, 1066)"
3326,0,+,"([[336, 1202], [782, 1858], [336, 1858], [782, 1202]], 559, 1530)",+,"([[468, 961], [887, 1155], [468, 1155], [887, 961]], 677, 1058)"
3327,0,+,"([[336, 1207], [773, 1854], [336, 1854], [773, 1207]], 554, 1530)",+,"([[463, 945], [881, 1154], [463, 1154], [881, 945]], 672, 1049)"
3328,0,+,"([[330, 1216], [768, 1855], [330, 1855], [768, 1216]], 549, 1535)",+,"([[470, 953], [866, 1171], [470, 1171], [866, 953]], 668, 1062)"
3329,0,+,"([[334, 1213], [762, 1854], [334, 1854], [762, 1213]], 548, 1533)",+,"([[449, 953], [847, 1170], [449, 1170], [847, 953]], 648, 1061)"
3330,0,+,"([[332, 1201], [766, 1871], [332, 1871], [766, 1201]], 549, 1536)",+,"([[434, 957], [859, 1156], [434, 1156], [859, 957]], 646, 1056)"
3331,0,+,"([[334, 1208], [761, 1862], [334, 1862], [761, 1208]], 547, 1535)",+,"([[451, 960], [860, 1162], [451, 1162], [860, 960]], 655, 1061)"
3332,0,+,"([[339, 1210], [764, 1860], [339, 1860], [764, 1210]], 551, 1535)",+,"([[450, 956], [872, 1159], [450, 1159], [872, 956]], 661, 1057)"
